(10,)
_________________________________________________________________
Layer (type)                 Output Shape              Param #   
=================================================================
flatten_1 (Flatten)          (None, 10)                0         
_________________________________________________________________
dense_1 (Dense)              (None, 512)               5632      
_________________________________________________________________
activation_1 (Activation)    (None, 512)               0         
_________________________________________________________________
dense_2 (Dense)              (None, 512)               262656    
_________________________________________________________________
activation_2 (Activation)    (None, 512)               0         
_________________________________________________________________
dense_3 (Dense)              (None, 5)                 2565      
_________________________________________________________________
activation_3 (Activation)    (None, 5)                 0         
=================================================================
Total params: 270,853
Trainable params: 270,853
Non-trainable params: 0
_________________________________________________________________
None
load model
Training for 500000 steps ...
[F[K     39/500000: episode: 1, duration: 0.562s, episode steps: 39, steps per second: 69, episode reward: 39.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.154 [0.000, 4.000], mean observation: 0.498 [0.470, 0.510], loss: 0.880180, mean_absolute_error: 82.667548, mean_q: 104.039556
[F[K  21094/500000: episode: 364, duration: 0.788s, episode steps: 58, steps per second: 74, episode reward: 58.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.172 [0.000, 4.000], mean observation: 0.499 [0.370, 0.620], loss: 7.035175, mean_absolute_error: 33.225483, mean_q: 43.173592
[F[K  21156/500000: episode: 365, duration: 0.960s, episode steps: 62, steps per second: 65, episode reward: 62.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.403 [0.000, 4.000], mean observation: 0.503 [0.470, 0.530], loss: 7.327726, mean_absolute_error: 32.845669, mean_q: 42.660717
[F[K  21193/500000: episode: 366, duration: 0.580s, episode steps: 37, steps per second: 64, episode reward: 37.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.486 [0.000, 3.000], mean observation: 0.520 [0.470, 0.650], loss: 7.712557, mean_absolute_error: 32.365101, mean_q: 42.113968
[F[K  21291/500000: episode: 367, duration: 1.494s, episode steps: 98, steps per second: 66, episode reward: 98.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.214 [0.000, 4.000], mean observation: 0.502 [0.440, 0.580], loss: 6.936472, mean_absolute_error: 32.462902, mean_q: 42.182518
[F[K  21335/500000: episode: 368, duration: 0.768s, episode steps: 44, steps per second: 57, episode reward: 44.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.455 [0.000, 4.000], mean observation: 0.494 [0.350, 0.610], loss: 6.603716, mean_absolute_error: 32.966915, mean_q: 42.771225
[F[K  21389/500000: episode: 369, duration: 0.891s, episode steps: 54, steps per second: 61, episode reward: 54.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.796 [0.000, 4.000], mean observation: 0.499 [0.470, 0.520], loss: 8.197611, mean_absolute_error: 32.848312, mean_q: 42.625118
[F[K  21455/500000: episode: 370, duration: 1.079s, episode steps: 66, steps per second: 61, episode reward: 66.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.909 [0.000, 4.000], mean observation: 0.504 [0.390, 0.620], loss: 8.115799, mean_absolute_error: 32.931404, mean_q: 42.676670
[F[K  21532/500000: episode: 371, duration: 1.131s, episode steps: 77, steps per second: 68, episode reward: 77.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.831 [0.000, 4.000], mean observation: 0.477 [0.370, 0.520], loss: 7.797956, mean_absolute_error: 32.570736, mean_q: 42.171234
[F[K  21578/500000: episode: 372, duration: 0.783s, episode steps: 46, steps per second: 59, episode reward: 46.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.848 [0.000, 4.000], mean observation: 0.477 [0.360, 0.520], loss: 7.402584, mean_absolute_error: 32.820351, mean_q: 42.450199
[F[K  21652/500000: episode: 373, duration: 1.113s, episode steps: 74, steps per second: 66, episode reward: 74.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.919 [0.000, 4.000], mean observation: 0.482 [0.370, 0.530], loss: 7.579093, mean_absolute_error: 32.704933, mean_q: 42.547688
[F[K  21721/500000: episode: 374, duration: 1.134s, episode steps: 69, steps per second: 61, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.174 [0.000, 4.000], mean observation: 0.509 [0.440, 0.650], loss: 8.415935, mean_absolute_error: 32.170269, mean_q: 41.784798
[F[K  21781/500000: episode: 375, duration: 0.911s, episode steps: 60, steps per second: 66, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.100 [0.000, 4.000], mean observation: 0.519 [0.470, 0.600], loss: 7.485354, mean_absolute_error: 32.633030, mean_q: 42.378983
[F[K  21860/500000: episode: 376, duration: 1.125s, episode steps: 79, steps per second: 70, episode reward: 79.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.595 [0.000, 4.000], mean observation: 0.502 [0.440, 0.560], loss: 7.632569, mean_absolute_error: 32.740314, mean_q: 42.560631
[F[K  21920/500000: episode: 377, duration: 0.876s, episode steps: 60, steps per second: 68, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.667 [0.000, 4.000], mean observation: 0.497 [0.470, 0.520], loss: 7.241534, mean_absolute_error: 32.068432, mean_q: 41.658611
[F[K  21996/500000: episode: 378, duration: 1.200s, episode steps: 76, steps per second: 63, episode reward: 76.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.671 [0.000, 4.000], mean observation: 0.485 [0.410, 0.520], loss: 6.659503, mean_absolute_error: 32.730316, mean_q: 42.383862
[F[K  22081/500000: episode: 379, duration: 1.313s, episode steps: 85, steps per second: 65, episode reward: 85.000, mean reward: 1.000 [1.000, 1.000], mean action: 3.035 [0.000, 4.000], mean observation: 0.500 [0.450, 0.530], loss: 7.369949, mean_absolute_error: 32.485870, mean_q: 42.199093
[F[K  22158/500000: episode: 380, duration: 1.282s, episode steps: 77, steps per second: 60, episode reward: 77.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.675 [0.000, 4.000], mean observation: 0.493 [0.440, 0.530], loss: 7.049919, mean_absolute_error: 32.144444, mean_q: 41.745193
[F[K  22241/500000: episode: 381, duration: 1.208s, episode steps: 83, steps per second: 69, episode reward: 83.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.373 [0.000, 4.000], mean observation: 0.486 [0.400, 0.510], loss: 7.621226, mean_absolute_error: 33.021652, mean_q: 42.731007
[F[K  22307/500000: episode: 382, duration: 1.036s, episode steps: 66, steps per second: 64, episode reward: 66.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.909 [0.000, 4.000], mean observation: 0.488 [0.370, 0.520], loss: 7.481387, mean_absolute_error: 33.006237, mean_q: 42.679199
[F[K  22356/500000: episode: 383, duration: 0.690s, episode steps: 49, steps per second: 71, episode reward: 49.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.673 [0.000, 4.000], mean observation: 0.498 [0.360, 0.610], loss: 7.156259, mean_absolute_error: 32.450592, mean_q: 42.078926
[F[K  22429/500000: episode: 384, duration: 1.177s, episode steps: 73, steps per second: 62, episode reward: 73.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.027 [0.000, 4.000], mean observation: 0.475 [0.360, 0.520], loss: 6.576167, mean_absolute_error: 32.728981, mean_q: 42.485386
[F[K  22465/500000: episode: 385, duration: 0.534s, episode steps: 36, steps per second: 67, episode reward: 36.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.361 [0.000, 3.000], mean observation: 0.522 [0.470, 0.630], loss: 7.799895, mean_absolute_error: 31.879337, mean_q: 41.519318
[F[K  22538/500000: episode: 386, duration: 1.132s, episode steps: 73, steps per second: 65, episode reward: 73.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.274 [0.000, 4.000], mean observation: 0.508 [0.470, 0.560], loss: 6.655629, mean_absolute_error: 32.873615, mean_q: 42.635715
[F[K  22608/500000: episode: 387, duration: 1.049s, episode steps: 70, steps per second: 67, episode reward: 70.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.586 [0.000, 4.000], mean observation: 0.512 [0.470, 0.600], loss: 6.383691, mean_absolute_error: 33.118839, mean_q: 43.172344
[F[K  22663/500000: episode: 388, duration: 0.942s, episode steps: 55, steps per second: 58, episode reward: 55.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.745 [0.000, 4.000], mean observation: 0.506 [0.460, 0.630], loss: 6.539505, mean_absolute_error: 32.531193, mean_q: 42.253174
[F[K  22700/500000: episode: 389, duration: 0.616s, episode steps: 37, steps per second: 60, episode reward: 37.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.405 [0.000, 3.000], mean observation: 0.521 [0.470, 0.640], loss: 6.364184, mean_absolute_error: 33.671471, mean_q: 43.560780
[F[K  22770/500000: episode: 390, duration: 1.074s, episode steps: 70, steps per second: 65, episode reward: 70.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.686 [0.000, 4.000], mean observation: 0.502 [0.400, 0.630], loss: 6.847263, mean_absolute_error: 32.794903, mean_q: 42.633213
[F[K  22829/500000: episode: 391, duration: 0.705s, episode steps: 59, steps per second: 84, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.068 [0.000, 4.000], mean observation: 0.514 [0.470, 0.650], loss: 7.907372, mean_absolute_error: 33.110043, mean_q: 42.908508
[F[K  22912/500000: episode: 392, duration: 1.166s, episode steps: 83, steps per second: 71, episode reward: 83.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.386 [0.000, 4.000], mean observation: 0.503 [0.480, 0.530], loss: 7.659021, mean_absolute_error: 32.561386, mean_q: 42.269482
[F[K  22971/500000: episode: 393, duration: 0.948s, episode steps: 59, steps per second: 62, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.288 [0.000, 4.000], mean observation: 0.498 [0.390, 0.590], loss: 7.801937, mean_absolute_error: 32.701675, mean_q: 42.424614
[F[K  23038/500000: episode: 394, duration: 1.103s, episode steps: 67, steps per second: 61, episode reward: 67.000, mean reward: 1.000 [1.000, 1.000], mean action: 3.164 [0.000, 4.000], mean observation: 0.518 [0.460, 0.610], loss: 6.928407, mean_absolute_error: 32.036064, mean_q: 41.615860
[F[K  23117/500000: episode: 395, duration: 1.156s, episode steps: 79, steps per second: 68, episode reward: 79.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.975 [0.000, 4.000], mean observation: 0.488 [0.400, 0.530], loss: 6.880970, mean_absolute_error: 32.952980, mean_q: 42.689095
[F[K  23170/500000: episode: 396, duration: 0.716s, episode steps: 53, steps per second: 74, episode reward: 53.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.528 [0.000, 4.000], mean observation: 0.494 [0.410, 0.530], loss: 7.867242, mean_absolute_error: 32.806366, mean_q: 42.366669
[F[K  23252/500000: episode: 397, duration: 1.195s, episode steps: 82, steps per second: 69, episode reward: 82.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.878 [0.000, 4.000], mean observation: 0.518 [0.460, 0.590], loss: 7.658136, mean_absolute_error: 32.618324, mean_q: 42.168514
[F[K  23337/500000: episode: 398, duration: 1.196s, episode steps: 85, steps per second: 71, episode reward: 85.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.529 [0.000, 4.000], mean observation: 0.501 [0.470, 0.530], loss: 6.974502, mean_absolute_error: 32.083096, mean_q: 41.668732
[F[K  23398/500000: episode: 399, duration: 0.826s, episode steps: 61, steps per second: 74, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.311 [0.000, 4.000], mean observation: 0.503 [0.440, 0.600], loss: 6.586282, mean_absolute_error: 32.226475, mean_q: 41.828743
[F[K  23466/500000: episode: 400, duration: 0.871s, episode steps: 68, steps per second: 78, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 3.000 [0.000, 4.000], mean observation: 0.513 [0.460, 0.610], loss: 6.900424, mean_absolute_error: 32.337402, mean_q: 41.818855
[F[K  23512/500000: episode: 401, duration: 0.667s, episode steps: 46, steps per second: 69, episode reward: 46.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.348 [0.000, 4.000], mean observation: 0.496 [0.350, 0.600], loss: 6.179203, mean_absolute_error: 32.633228, mean_q: 42.320518
[F[K  23568/500000: episode: 402, duration: 0.827s, episode steps: 56, steps per second: 68, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.321 [0.000, 4.000], mean observation: 0.498 [0.350, 0.620], loss: 7.219209, mean_absolute_error: 32.143291, mean_q: 41.653381
[F[K  23674/500000: episode: 403, duration: 1.359s, episode steps: 106, steps per second: 78, episode reward: 106.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.943 [0.000, 4.000], mean observation: 0.494 [0.400, 0.550], loss: 7.060904, mean_absolute_error: 32.646660, mean_q: 42.337730
[F[K  23737/500000: episode: 404, duration: 0.874s, episode steps: 63, steps per second: 72, episode reward: 63.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.905 [0.000, 4.000], mean observation: 0.491 [0.430, 0.530], loss: 7.333377, mean_absolute_error: 32.086994, mean_q: 41.440571
[F[K  23795/500000: episode: 405, duration: 0.838s, episode steps: 58, steps per second: 69, episode reward: 58.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.983 [0.000, 4.000], mean observation: 0.491 [0.400, 0.530], loss: 7.761229, mean_absolute_error: 32.952675, mean_q: 42.599918
[F[K  23864/500000: episode: 406, duration: 0.934s, episode steps: 69, steps per second: 74, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.043 [0.000, 4.000], mean observation: 0.508 [0.480, 0.560], loss: 6.798709, mean_absolute_error: 32.740765, mean_q: 42.486084
[F[K  23936/500000: episode: 407, duration: 1.014s, episode steps: 72, steps per second: 71, episode reward: 72.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.958 [0.000, 4.000], mean observation: 0.507 [0.450, 0.630], loss: 7.199377, mean_absolute_error: 32.691772, mean_q: 42.193188
[F[K  24008/500000: episode: 408, duration: 0.852s, episode steps: 72, steps per second: 84, episode reward: 72.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.736 [0.000, 4.000], mean observation: 0.515 [0.460, 0.600], loss: 7.135081, mean_absolute_error: 32.585918, mean_q: 42.139668
[F[K  24075/500000: episode: 409, duration: 0.686s, episode steps: 67, steps per second: 98, episode reward: 67.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.254 [0.000, 4.000], mean observation: 0.499 [0.380, 0.580], loss: 7.593466, mean_absolute_error: 32.817196, mean_q: 42.538250
[F[K  24135/500000: episode: 410, duration: 0.749s, episode steps: 60, steps per second: 80, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.567 [0.000, 4.000], mean observation: 0.520 [0.470, 0.640], loss: 7.111509, mean_absolute_error: 32.012493, mean_q: 41.338039
[F[K  24231/500000: episode: 411, duration: 1.273s, episode steps: 96, steps per second: 75, episode reward: 96.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.427 [0.000, 4.000], mean observation: 0.494 [0.380, 0.540], loss: 7.351185, mean_absolute_error: 32.815716, mean_q: 42.399204
[F[K  24303/500000: episode: 412, duration: 0.804s, episode steps: 72, steps per second: 90, episode reward: 72.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.639 [0.000, 4.000], mean observation: 0.481 [0.350, 0.510], loss: 6.405286, mean_absolute_error: 32.581039, mean_q: 42.317966
[F[K  24364/500000: episode: 413, duration: 0.809s, episode steps: 61, steps per second: 75, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.459 [0.000, 4.000], mean observation: 0.485 [0.350, 0.510], loss: 7.474352, mean_absolute_error: 32.771725, mean_q: 42.456940
[F[K  24444/500000: episode: 414, duration: 1.051s, episode steps: 80, steps per second: 76, episode reward: 80.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.562 [0.000, 4.000], mean observation: 0.494 [0.440, 0.530], loss: 8.145134, mean_absolute_error: 31.878925, mean_q: 41.223030
[F[K  24488/500000: episode: 415, duration: 0.565s, episode steps: 44, steps per second: 78, episode reward: 44.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.500 [0.000, 3.000], mean observation: 0.511 [0.470, 0.640], loss: 7.063102, mean_absolute_error: 32.488461, mean_q: 42.119553
[F[K  24547/500000: episode: 416, duration: 0.892s, episode steps: 59, steps per second: 66, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.305 [0.000, 4.000], mean observation: 0.495 [0.420, 0.540], loss: 5.500268, mean_absolute_error: 32.761841, mean_q: 42.371426
[F[K  24616/500000: episode: 417, duration: 0.686s, episode steps: 69, steps per second: 101, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.609 [0.000, 4.000], mean observation: 0.504 [0.470, 0.530], loss: 6.398212, mean_absolute_error: 32.672501, mean_q: 42.299976
[F[K  24676/500000: episode: 418, duration: 0.772s, episode steps: 60, steps per second: 78, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.100 [0.000, 4.000], mean observation: 0.475 [0.360, 0.520], loss: 6.737863, mean_absolute_error: 32.355892, mean_q: 41.953659
[F[K  24736/500000: episode: 419, duration: 0.779s, episode steps: 60, steps per second: 77, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.517 [0.000, 4.000], mean observation: 0.503 [0.400, 0.650], loss: 6.917916, mean_absolute_error: 31.800457, mean_q: 41.435539
[F[K  24800/500000: episode: 420, duration: 0.752s, episode steps: 64, steps per second: 85, episode reward: 64.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.203 [0.000, 4.000], mean observation: 0.499 [0.460, 0.560], loss: 7.123480, mean_absolute_error: 31.947994, mean_q: 41.566002
[F[K  24861/500000: episode: 421, duration: 0.784s, episode steps: 61, steps per second: 78, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.541 [0.000, 4.000], mean observation: 0.504 [0.440, 0.600], loss: 7.266786, mean_absolute_error: 32.732243, mean_q: 42.398643
[F[K  24912/500000: episode: 422, duration: 0.640s, episode steps: 51, steps per second: 80, episode reward: 51.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.157 [0.000, 4.000], mean observation: 0.496 [0.370, 0.630], loss: 7.578182, mean_absolute_error: 32.409241, mean_q: 41.834450
[F[K  24970/500000: episode: 423, duration: 0.847s, episode steps: 58, steps per second: 68, episode reward: 58.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.103 [0.000, 4.000], mean observation: 0.510 [0.470, 0.600], loss: 6.865261, mean_absolute_error: 31.767092, mean_q: 41.061409
[F[K  25024/500000: episode: 424, duration: 0.724s, episode steps: 54, steps per second: 75, episode reward: 54.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.426 [0.000, 4.000], mean observation: 0.494 [0.360, 0.580], loss: 7.510843, mean_absolute_error: 32.203915, mean_q: 41.549507
